,id,start,end,x,y
400,-bqS-Y5RtoI,110.3102,113.64686699999999,0.37656300000000004,0.260185
401,5TLu2RXT6Gs,161.619789,170.837333,0.565104,0.198148
402,RON-AnHY6PA,12.846167,16.057710999999998,0.324219,0.40555599999999997
403,9pCUpfEQUZw,273.707,284.284,0.340625,0.43055600000000005
404,XU5LWOn0B4E,289.92296699999997,299.766133,0.449074,0.40972200000000003
405,Dnd4hUfVtpk,236.48625,239.98975,0.315625,0.22222199999999998
406,wosYnIZfWzs,251.916667,254.916667,0.466146,0.369444
407,deYhN7rYAMw,99.9999,114.0139,0.221354,0.350926
408,34A1zXyoeC8,60.0,67.28,0.546354,0.264815
409,yly23hIfr6o,112.36,115.36,0.5152220000000001,0.155319
410,aMgpv8_kJuE,64.5,69.333333,0.360156,0.35
411,XscBcIn4kIs,54.6,60.0,0.549219,0.256944
412,D3oWpJrHqjA,24.266,29.999,0.84809,0.777778
413,I_aIizcSnpY,244.88,248.52,0.935417,0.8509260000000001
414,fN0gZ88jRUs,241.8,244.8,0.600521,0.310185
415,0s_RsxuA-as,150.1981,156.351689,0.9169280000000001,0.194444
416,mkUFlZ05EiI,210.50196699999998,213.964,0.723437,0.219444
417,vjv211jbzLg,121.95516699999999,125.2251,0.510156,0.2375
418,r6kSdBvplsI,30.03,34.200833,0.46796899999999997,0.315278
419,QxRahWO0sl0,60.226833,64.197467,0.484896,0.314815
420,1wlGkaNAdPo,210.0098,213.37983300000002,0.288281,0.420833
421,pcOErA3XTas,260.875,266.166667,0.444271,0.100926
422,QU-zSds4Z2Y,162.1,167.1,0.8375,0.7902779999999999
423,O2ZTp7Fgbyc,156.8,159.8,0.468326,0.336111
424,4Z6aT3cCVXE,270.003067,284.0838,0.353125,0.353704
425,Do2vzCEWOMc,22.96,29.28,0.477083,0.175
426,2eoM-4vIy8E,150.116633,154.888067,0.560937,0.223148
427,wE1WPSZ66Cc,233.1329,236.269367,0.517188,0.191667
428,y58MsS_wB1M,142.52,150.0,0.501042,0.29536999999999997
429,KUtkMXXp2Ro,234.32,240.0,0.338542,0.18240699999999999
430,aHQneGWFh_M,79.416667,89.708333,0.45859399999999995,0.24027800000000002
431,js4iX4nLtaY,296.28,300.0,0.521354,0.434259
432,GRbxlLGPMlc,270.0,274.133333,0.648438,0.341667
433,TIWe-o_kp5M,296.84,300.0,0.49453100000000005,0.209722
434,3E9Q5PtK0fI,218.699,227.067,0.303906,0.268056
435,wdVTNoY0l2w,270.0,277.24,0.495312,0.245833
436,xejBX_xmFYI,293.726767,299.9997,0.680208,0.351852
437,8krSOTEQfgY,91.92,96.4,0.467708,0.237037
438,hVjLYxSOuBM,138.4383,142.50903300000002,0.596875,0.45
439,arBaXFBZVQo,60.029,63.029,0.659375,0.38611100000000004
440,4F50pA_TaSo,54.721332999999994,59.976589000000004,0.228125,0.194444
441,Oq_ClOC5toQ,156.6,166.76,0.47734399999999994,0.251389
442,qv2zCteZdoI,9.142467,14.481132999999998,0.463021,0.455556
443,0GiZfY_t-X4,160.41325600000002,163.41325600000002,0.502083,0.24722199999999997
444,0yZ5UiQyeFA,240.031467,243.034467,0.816146,0.798148
445,SDQHFqiBAYA,150.517,162.596,0.246094,0.216667
446,XFPMXhvJZC0,150.08,154.2,0.315104,0.175
447,t56wXEmnnJY,202.068,209.976,0.528125,0.427778
448,dTrUsv7RCcw,261.794867,269.6694,0.89375,0.196296
449,h-x-JRTLreY,285.121,288.121,0.894792,0.355556
450,uUxK1OTWGa8,244.5,249.6,0.783594,0.293056
451,4JS-4UGZwBg,210.01,222.455,0.367188,0.287037
452,3QHZzQQm3OU,203.636767,206.940067,0.714063,0.5194439999999999
453,x6U29x3Pofc,94.327567,98.1981,0.479687,0.238889
454,x6xKZ_pxMwk,35.571867,38.571867,0.8125,0.3875
455,cEy1zKj2Fyc,98.632,107.04,0.489461,0.352083
456,FUnvPHkBTMA,243.112533,246.112533,0.711719,0.256944
457,Fg919Vy0FR4,61.3613,67.700967,0.541146,0.337963
458,dvbTkFB6Lp8,0.0,5.380378,0.522656,0.244444
459,QdkzeNAgrWg,223.0,236.08,0.472396,0.291667
460,UNqnhQQM1Os,155.922433,160.927433,0.623437,0.336111
461,4dVUKpOJcEI,146.98316699999998,149.98316699999998,0.664062,0.32963000000000003
462,vmyEJTlgzNA,223.2,227.26666699999998,0.328125,0.186111
463,aL9GK9x_fWw,67.4,70.4,0.345833,0.147222
464,Fr3SS13Mx2Y,182.3822,193.026167,0.32968800000000004,0.269444
465,c36r47oTLZE,210.0,222.36,0.539844,0.275
466,bdon571ru0U,100.533767,108.3082,0.521094,0.231944
467,U5BORgtbIkg,86.71996700000001,89.9899,0.20468699999999998,0.361111
468,YGotdXm0LTY,48.4,52.12,0.459375,0.41805600000000004
469,42ABushctZQ,244.0438,251.91833300000002,0.546875,0.37592600000000004
470,j3S13hY5b1M,203.6034,206.7065,0.2125,0.309722
471,HU87ZSY1NuE,272.133333,276.566667,0.888542,0.474074
472,DaModn8n6WU,109.16,116.16,0.49453100000000005,0.419444
473,qXiazLRef-8,123.88,129.04,0.576042,0.24074099999999998
474,07s4QNauN1Y,255.033333,262.066667,0.651563,0.43472200000000005
475,rTZMQLMFiWM,72.6,75.733333,0.15781199999999998,0.2125
476,Z_KxryjA1Us,255.021433,258.0578,0.45078100000000004,0.46388900000000005
477,XS_sMHt675c,231.8346,234.8346,0.691146,0.194444
478,jPguc0IQwns,109.52,116.04,0.58548,0.32265
479,uPOgeR9AGlg,256.76,264.76,0.119531,0.17916700000000002
480,x6IbZAgWl8A,180.89615600000002,183.89615600000002,0.8960940000000001,0.8402780000000001
481,lveg1o5LlIY,211.211,214.481,0.368229,0.356481
482,ERzZABjS_bw,215.8,224.68,0.545312,0.251852
483,IzZ6PEmnvus,243.0428,246.3461,0.386719,0.404167
484,SjyBrmpf1nc,187.333333,190.333333,0.488889,0.2375
485,vPfUK7bXDvg,254.24,262.44,0.525521,0.32222199999999995
486,fDQgWg0Ms_s,155.534,162.367,0.460938,0.340278
487,7ao22bDIXbE,169.466667,176.0,0.744531,0.256944
488,KwmZH82A_qk,85.92,90.0,0.501171,0.231915
489,0Rz-NOmqqG8,93.92,100.24,0.6445310000000001,0.555556
490,kBlPFIMnxGc,270.003067,277.110167,0.703747,0.397917
491,zw8GuwvTYEk,23.089733,29.996633000000003,0.467213,0.24375
492,hloM0oQI_oU,293.262633,296.262633,0.529687,0.330556
493,fD2IjiMMX14,195.533,210.0,0.560156,0.225
494,1kh3hQVxfW4,147.0,150.0,0.31406300000000004,0.278704
495,1yL5V5ZSouM,22.859167000000003,25.859167000000003,0.679167,0.461111
496,L0ZZGMMSE4s,265.498556,269.961644,0.5625,0.354167
497,jZd9IRKMVJk,220.64,230.6,0.675,0.32222199999999995
498,G3u18mtTTis,38.6,47.64,0.854167,0.388889
499,i7AqE_MOnm8,35.2352,40.673967,0.607031,0.25972199999999995
